Restaurant_Name,Category,Pricing_for_2,Locality,Dining_Rating,Dining_Review_Count,Delivery_Rating_Count,Website,Address,Phone_No,Latitude,Longitude
Rooh,"Modern Indian, Continental, Desserts",4000," Mehrauli, New Delhi",4.5,247,0,https://www.zomato.com/ncr/rooh-mehrauli-new-delhi,"H-5/1, Ambawatta One Complex, Kalkadas Marg, Mehrauli, New Delhi",917304000000,28.52658943,77.18516909
Sly Granny,"Continental, American, Italian, European, Mexican, Desserts",1800," Khan Market, New Delhi",4.5,992,431,https://www.zomato.com/ncr/sly-granny-khan-market-new-delhi,"Flat 4, 1st - 2nd Floor, Khan Market, New Delhi",911149000000,28.5998944,77.22585484
Tamra - Shangri-La's - Eros Hotel,"North Indian, Continental, European, Asian, American, Desserts, Beverages",3800," Shangri-La's - Eros Hotel, Connaught Place, New Delhi",4.5,1004,31,https://www.zomato.com/ncr/tamra-shangri-las-eros-hotel-connaught-place-new-delhi,"19, Level 1, Ashoka Road, Connaught Place, New Delhi",919600000000,28.62119823,77.21670818
Padmanabham,"South Indian, North Indian, Beverages, Desserts",800," Janpath, New Delhi",4.5,848,224,https://www.zomato.com/ncr/padmanabham-2-janpath-new-delhi,"52, Atul Grove Road, Opposite Metro Gate 2, Janpath, New Delhi",911144000000,28.62716514,77.21955501
Manhattan Bar & Brewery,"Finger Food, American, Continental, North Indian, Italian, Beverages",1400," Global Foyer Mall, Golf Course Road, Gurgaon",4.5,4637,0,https://www.zomato.com/ncr/manhattan-bar-brewery-golf-course-road,"1st Floor, Global Foyer Mall, Golf Course Road, Gurgaon",918801000000,28.46058315,77.09547669
Brewocrat - Brewery Skybar & Kitchen,"Finger Food, Continental, Mediterranean, Italian, Asian",2000," Elements One Mall, Sector 49, Gurgaon",4.5,634,34,https://www.zomato.com/ncr/brewocrat-brewery-skybar-kitchen-south-city-2,"Element One, Block A, Lower Terrace, Sector 47, South City 2, Gurgaon",917303000000,28.42047719,77.05020335
Monkey Bar,"Pizza, Burger, Continental, Chinese, Fast Food, Beverages",2200," Vasant Kunj, New Delhi",4.5,4581,1806,https://www.zomato.com/ncr/monkey-bar-vasant-kunj-new-delhi,"Plot 11, Upper Ground Floor, Pocket C-6 & 7, LSC, Vasant Kunj, New Delhi",911141000000,28.53656552,77.1476547
Station Bar,"Chinese, Continental, North Indian, Mughlai, Fast Food, Beverages",1700," Connaught Place, New Delhi",4.5,1533,0,https://www.zomato.com/ncr/station-bar-connaught-place-new-delhi,"F-60, 2nd Floor, Connaught Place, New Delhi",918750000000,28.63100203,77.21969146
Rajinder Da Dhaba,"North Indian, Chinese, Mughlai",800," Safdarjung, New Delhi",4.5,5936,13600,https://www.zomato.com/ncr/rajinder-da-dhaba-safdarjung-new-delhi,"AB 14, Safdarjung Enclave Market, Safdarjung, New Delhi",919990000000,28.56552997,77.19925504
The Imperial Spice,"North Indian, Continental, Mughlai, Street Food, Fast Food, Beverages",3000," Connaught Place, New Delhi",4.5,940,17,https://www.zomato.com/theimperialspice,"89/90, M Block, Outer Circle, Connaught Place, New Delhi",911140000000,28.6331735,77.22290743
The Turkey Project,"Cafe, Italian, American, Beverages",1400," Defence Colony, New Delhi",4.5,723,1105,https://www.zomato.com/ncr/the-turkey-project-defence-colony-new-delhi,"C-27, DDA Commercial Complex, Defence Colony, New Delhi",911140000000,28.56679674,77.23378714
ABB - Andrea's Bar & Brasserie,"Italian, Asian, European, Sushi, Thai, Salad, Pizza, Beverages",2000," Khan Market, New Delhi",4.5,643,750,https://www.zomato.com/ncr/abb-andreas-bar-brasserie-khan-market-new-delhi,"Shop 12, Middle Lane, Khan Market, New Delhi",918589000000,28.59990352,77.22647242
Spectra - The Leela Ambience,"North Indian, Continental, Oriental, Desserts, Beverages",4000," The Leela Ambience, DLF Phase 3, Gurgaon",4.5,968,7,https://www.zomato.com/ncr/spectra-the-leela-ambience-dlf-phase-3,"Ambience Island, DLF Phase 3, Gurgaon",911245000000,28.50485955,77.09532581
Perch Wine & Coffee Bar,"Beverages, European, Continental",2000," Khan Market, New Delhi",4.5,1424,151,https://www.zomato.com/ncr/perch-wine-coffee-bar-khan-market-new-delhi,"71, 1st Floor, Khan Market, New Delhi",918374000000,28.5998317,77.22619817
Andhra Bhavan,"South Indian, Andhra",450," Feroze Shah Road, New Delhi",4.5,4379,0,https://www.zomato.com/ncr/andhra-bhavan-feroze-shah-road-new-delhi,"1, Feroze Shah Road, New Delhi",911123000000,28.6168554,77.2257428
BlackJack,"Fast Food, Beverages",800," Punjabi Bagh, New Delhi",4.5,2361,3,https://www.zomato.com/ncr/blackjack-punjabi-bagh-new-delhi,"Shop 1, Plot 23, North West Avenue, Club Road, Punjabi Bagh West, Near Punjabi Bagh, New Delhi",918449000000,28.66650824,77.12495551
Jamie's Italian,"Italian, Pizza, Pasta, Desserts, Beverages",1000," Ambience Mall, Vasant Kunj, New Delhi",4.5,2848,1154,https://www.zomato.com/ncr/jamies-italian-vasant-kunj-new-delhi,"3rd Floor,  Ambience Mall, Vasant Kunj, New Delhi",918800000000,28.5413441,77.15527553
Moonshine,"Finger Food, Continental, North Indian, Chinese",1700," Hauz Khas, New Delhi",4.5,451,3,https://www.zomato.com/ncr/moonshine-hauz-khas-new-delhi,"Shop 214, 216, 2nd Floor, DDA Commercial Complex, Aurobindo Place, Hauz Khas, New Delhi",918861000000,28.552233,77.203865
Bell Pepperz,"Chinese, Italian, North Indian, Kebab",1300," Ashok Vihar Phase 2, New Delhi",4.5,955,735,https://www.zomato.com/ncr/bell-pepperz-ashok-vihar-phase-2-new-delhi,"4, LSC, Shakti Tower, Ashok Vihar Phase 2, New Delhi",919811000000,28.69659708,77.17956796
Doodle's Garden,"North Indian, Continental, Asian, Beverages",1800," Punjabi Bagh, New Delhi",4.5,570,15,https://www.zomato.com/ncr/doodles-garden-punjabi-bagh-new-delhi,"Plot 1, 2nd Floor, NWA Club Road, Punjabi Bagh, New Delhi",918652000000,28.66668534,77.12346017
Triveni Terrace Cafe,"Street Food, Desserts, Beverages",400," Mandi House, New Delhi",4.5,2004,454,https://www.zomato.com/ncr/triveni-terrace-cafe-mandi-house-new-delhi,"205 Tansenmarg, Mandi House, New Delhi",919972000000,28.627275,77.232382
Mamagoto,"Asian, Chinese, Sushi, Desserts",1000," Select Citywalk Mall, Saket, New Delhi",4.5,2422,3107,https://www.zomato.com/ncr/mamagoto-saket-new-delhi,"S-9, 2nd Floor, Select Citywalk Mall, Saket, New Delhi",911147000000,28.52873919,77.21961133
Lakhori - Haveli Dharampura,"Mughlai, Street Food, Kebab",2500," Chandni Chowk, New Delhi",4.5,804,0,https://www.zomato.com/ncr/lakhori-haveli-dharampura-chandni-chowk-new-delhi,"Haveli Dharampura, 2293, Gali Guliyan, Near Jama Masjid, Chandni Chowk, New Delhi",911123000000,28.65325458,77.23226566
The Potbelly,"Bihari, Fast Food, Beverages",1000," Chanakyapuri, New Delhi",4.5,1183,395,https://www.zomato.com/ncr/the-potbelly-chanakyapuri-new-delhi,"Plot 15, Bihar Niwas, Behind Yashwant Place, Chanakyapuri, New Delhi",920000000000,28.58379835,77.18785398
SodaBottleOpenerWala,"Parsi, North Indian, Rolls, Street Food, Desserts, Beverages",1300," Khan Market, New Delhi",4.5,3075,1432,https://www.zomato.com/ncr/sodabottleopenerwala-khan-market-new-delhi,"73, Khan Market, New Delhi",919811000000,28.60012989,77.22603355
Al Nawaz Restaurant,"Mughlai, North Indian, Biryani, Kebab",800," Jasola, New Delhi",4.5,772,689,https://www.zomato.com/ncr/al-nawaz-restaurant-jasola-new-delhi,"50 A, Near Jamia Nagar Thana, Abul Fazal Enclave, Jasola, New Delhi",911127000000,28.56134851,77.29251109
Open Tap,"Finger Food, North Indian, Chinese, Italian, Bar Food",2000," Sector 49, Gurgaon",4.5,1446,0,https://www.zomato.com/ncr/open-tap-sector-49,"Vatika Business Park, Sector 49, Delhi NCR, Near Sohna Road, Delhi NCR",918801000000,28.40528154,77.0444366
64/6 -  Country Inn & Suites,"North Indian, Chinese, Thai, Continental",3000," Country Inn & Suites by Carlson, Sahibabad, Ghaziabad",4.5,630,0,https://www.zomato.com/ncr/64-6-country-inn-and-suites-sahibabad-ghaziabad,"Country Inn & Suites by Radisson, Sahibabad, Ghaziabad",918801000000,28.65370562,77.34419994
Punjab Grill,"North Indian, Mughlai, Biryani, Kebab, Desserts",2500," Pacific Mall, Tagore Garden, New Delhi",4.5,2764,2786,https://www.zomato.com/ncr/punjab-grill-tagore-garden-new-delhi,"Pacific Mall, Tagore Garden, New Delhi",918131000000,28.64279257,77.10638221
Getafix,"American, Cafe, Healthy Food, Salad, Beverages, Italian, Desserts",1900," Cross Point Mall, DLF Phase 4, Gurgaon",4.5,943,1342,https://www.zomato.com/ncr/getafix-dlf-phase-4,"Shop 14 - 15, Ground Floor, Cross Point Mall, DLF Phase 4, Gurgaon",911244000000,28.46831733,77.08336966
Ziu,"Asian, Thai, Chinese, Sushi, Japanese, Momos",2900," Sangam Courtyard, RK Puram, New Delhi",4.5,808,327,https://www.zomato.com/ncr/ziu-r-k-puram-new-delhi,"Ground Floor, Sangam Courtyard, Major Somnath Marg, Sector 9, R K Puram, New Delhi",919959000000,28.57252706,77.17340626
AnnaMaya - Andaz Delhi,"North Indian, European, Beverages, Desserts",2500," Andaz Delhi, Aerocity, New Delhi",4.5,1218,13,https://www.zomato.com/ncr/annamaya-andaz-delhi-aerocity-new-delhi,"Asset 1, Aerocity, New Delhi",918589000000,28.5549028,77.1223142
Open Tap,"Bar Food, Oriental, Continental, Fast Food, North Indian, Beverages",1600," Sector 29, Gurgaon",4.5,1911,0,https://www.zomato.com/ncr/open-tap-sector-29,"SCO 38, Main Market, Sector 29, Gurgaon",919971000000,28.46847644,77.06372738
Ricos,"Cafe, American, Italian, Mexican",900," Delhi University-GTB Nagar, New Delhi",4.5,6273,17,https://www.zomato.com/ncr/ricos-delhi-university-gtb-nagar-new-delhi,"2526, 1st Floor, Hudson Lane, Kingsway Camp, Delhi University-GTB Nagar, New Delhi",919016000000,28.69420929,77.20410448
The Reader's Cafe,"Cafe, Italian, Fast Food, Beverages, Desserts",1000," Indirapuram Habitat Centre, Indirapuram, Ghaziabad",4.5,1961,1277,https://www.zomato.com/ncr/the-readers-cafe-indirapuram-ghaziabad,"208-212, Indirapuram Habitat Centre, Ahinsa Khand 1, Indirapuram, Ghaziabad",917292000000,28.63979739,77.36950926
Pinch Of Spice,"North Indian, Chinese, Kebab, Mughlai, Italian",1600," Rajouri Garden, New Delhi",4.5,1407,3684,https://www.zomato.com/ncr/pinch-of-spice-rajouri-garden-new-delhi,"F 90, Vishal Enclave, Opposite TDI Paragon Mall, Rajouri Garden, New Delhi",919991000000,28.65234957,77.12052081
Phonebooth Reloaded,"North Indian, Italian, Mexican, Continental",1300," Delhi University-GTB Nagar, New Delhi",4.5,1552,0,https://www.zomato.com/ncr/phonebooth-reloaded-delhi-university-gtb-nagar-new-delhi,"G14b, Ground Floor, Vijay Nagar, Hudson Lane, Delhi University-GTB Nagar, New Delhi",920000000000,28.69442281,77.20422082
Kofuku,"Japanese, Asian, Sushi, Korean",1400," Ansal Plaza Mall, Khel Gaon Marg, New Delhi",4.5,646,1778,https://www.zomato.com/ncr/kofuku-khel-gaon-marg-new-delhi,"Shop BG 09, Ansal Plaza Mall, August Kranti Marg, Khel Gaon Marg, New Delhi",918010000000,28.56265744,77.22472865
Tama Brewery & World Kitchen,"Fast Food, Chinese, Mughlai, North Indian, Beverages",1500," Sector 16, Faridabad",4.5,1591,0,https://www.zomato.com/ncr/tama-brewery-world-kitchen-sector-16-faridabad,"SCO 14-15, 2nd Floor, Huda Market, Sector 16, Faridabad",919599000000,28.4089652,77.3188477
Theobroma,"Desserts, Bakery, Beverages",900," Connaught Place, New Delhi",4.5,913,6160,https://www.zomato.com/ncr/theobroma-connaught-place-new-delhi,"D-28, Ground Floor, Mezzanine, Connaught Place, New Delhi",918183000000,28.63376646,77.22161092
Tonino,"Italian, Pizza, Pasta, Salad, Beverages",3500," MG Road, New Delhi",4.5,1516,0,https://www.zomato.com/ncr/tonino-mg-road-new-delhi,"76/27, Near Metro Pillar 38, MG Road, New Delhi",911127000000,28.50379886,77.17081256
Varq - The Taj Mahal Hotel,"Seafood, North Indian, Kebab",4500," The Taj Mahal Hotel, Mansingh Road, New Delhi",4.5,791,0,https://www.zomato.com/ncr/varq-the-taj-mahal-hotel-mansingh-road-delhi,"The Taj Mahal Hotel, 1, Mansingh Road, New Delhi",911123000000,28.6050701,77.2240377
Feel Alive,"North Indian, Fast Food, Italian, Asian, Continental, Bar Food",2000," Sector 29, Gurgaon",4.5,2467,0,https://www.zomato.com/ncr/feel-alive-sector-29,"SCO 53, 2nd Floor, Main Market, Sector 29, Gurgaon",919999000000,28.46814427,77.06402142
Punjabi Angithi,"North Indian, Chinese, Rolls, Fast Food, Momos",400," Paschim Vihar, New Delhi",4.5,3125,87700,https://www.zomato.com/ncr/punjabi-angithi-paschim-vihar-new-delhi,"32-22, A 4, DDA Market, Paschim Vihar, New Delhi",918470000000,28.67267878,77.10898831
Saundhee Potli,"Biryani, North Indian, Mughlai, Lucknowi, Kebab, Chinese, Rolls, Momos",550," Indirapuram, Ghaziabad",4.5,1123,1700,https://www.zomato.com/ncr/saundhee-potli-indirapuram-ghaziabad,"Shop 52, 1st Floor, Nipun Wonder Mall, Shakti Khand 2, Indirapuram, Ghaziabad",917304000000,28.64742009,77.36895237
Raise The Bar Rooftop - Clarens Hotel,"European, Continental, Italian",2800," Clarens Hotel, Sector 29, Gurgaon, Gurgaon",4.5,818,0,https://www.zomato.com/ncr/raise-the-bar-rooftop-clarens-hotel-sector-29,"Plot 363, Sector 29, Gurgaon",919912000000,28.46193873,77.06712574
Dana Choga,"North Indian, Chinese, Mughlai",600," Sector 14, Gurgaon",4.5,5686,8001,https://www.zomato.com/ncr/dana-choga-sector-14,"5 & 6, Atul Kataria Chowk, Sector 14, Gurgaon",919214000000,28.4825862,77.0494513
Ji Memsaab - Indian Terrace Restaurant & Bar,"North Indian, Chinese, Mughlai, Continental, Asian, Italian, Beverages",1200," Eros City Square Mall, Sector 49, Gurgaon, Gurgaon",4.5,466,249,https://www.zomato.com/ncr/ji-memsaab-indian-terrace-restaurant-bar-sector-49,"Second Floor, Eros City Square Mall, Sector 49, Gurgaon, Gurgaon",911244000000,28.41290382,77.05516409
Karnataka Food Centre,"South Indian, Beverages",450," R K Puram, New Delhi",4.5,1932,3519,https://www.zomato.com/ncr/karnataka-food-centre-r-k-puram-new-delhi,"Delhi Karnataka Sangha Building, Rao Tula Ram Marg, Sector 12, R K Puram, New Delhi",911126000000,28.57786284,77.17531264
Kake Di Hatti,"North Indian, Beverages",500," Chandni Chowk, New Delhi",4.5,2888,0,https://www.zomato.com/ncr/kake-di-hatti-chandni-chowk-new-delhi,"654 666, Fatehpuri, Church Mission Road, Chandni Chowk, New Delhi",911144000000,28.65800197,77.22337145
Hawa Bar,"Fast Food, Italian, Chinese",1900," Sector 63, Noida",4.5,840,0,https://www.zomato.com/ncr/hawa-bar-sector-63-noida,"A 31, H Block, Commercial Market, Sector 63, Noida",919312000000,28.62704301,77.37557106
Berco's,"Chinese, Thai, Asian, Beverages",900," Hajipur, Noida",4.5,2455,6853,https://www.zomato.com/ncr/bercos-hajipur,"104, Sector 104, Near Hajipur, Noida",919667000000,28.539399,77.36581285
Crepe-fe,"Desserts, Fast Food, American, Beverages, Pizza, Ice Cream",700," Ardee City, Gurgaon",4.5,747,11800,https://www.zomato.com/ncr/crepe-fe-ardee-city,"Plot 102, D Block, Sector 52, Ardee City, Gurgaon",919999000000,28.4377836,77.0723426
Mr. Crust Bakers,"Bakery, Burger, Fast Food, Beverages",400," Vijay Nagar, New Delhi",4.5,1791,10400,https://www.zomato.com/ncr/mr-crust-bakers-vijay-nagar-new-delhi,"B 29/B, Opposite Mother Dairy, Vijay Nagar, New Delhi",911142000000,28.69058089,77.20151916
The China Kitchen,"Chinese, Desserts",4500," Hyatt Regency, Bhikaji Cama Place, New Delhi",4.5,621,33,https://www.zomato.com/ncr/the-china-kitchen-bhikaji-cama-place-new-delhi,"Ring Road, Bhikaji Cama Place, New Delhi",911167000000,28.56826962,77.18741979
PCO,"Italian, Beverages, Fast Food, North Indian",2200," Vasant Vihar, New Delhi",4.5,711,12,https://www.zomato.com/ncr/pco-vasant-vihar-new-delhi,"D-4, D Block Market, Vasant Vihar, New Delhi",919810000000,28.56148809,77.15561919
Decode Air Bar,"Modern Indian, Bar Food, Sushi, Italian, Asian",1500," Sector 29, Gurgaon",4.5,1312,0,https://www.zomato.com/ncr/decode-air-bar-sector-29,"SCO 39, 1st Floor, Sector 29, Gurgaon",919651000000,28.46828928,77.06372537
Giani's di Hatti,North Indian,150," Chandni Chowk, New Delhi",4.5,1329,5,https://www.zomato.com/ncr/gianis-di-hatti-chandni-chowk-new-delhi,"651/52, Fatehpuri, Church Mission Road, Chandni Chowk, New Delhi",911124000000,28.65787222,77.22322192
Uptown Fresh Beer Cafe,"Finger Food, North Indian, Italian, European, Continental, Kebab, Momos",1500," DLF Galleria, DLF Phase 4, Gurgaon",4.5,961,0,https://www.zomato.com/ncr/uptown-fresh-beer-cafe-dlf-phase-4,"106, DLF Galleria, DLF Phase 4, Gurgaon",918527000000,28.46732402,77.0809656
The Haven International Coffee House,"Cafe, Fast Food, Continental, Beverages, Desserts, Coffee",500," Sector 72, Noida",4.5,282,422,https://www.zomato.com/ncr/the-haven-international-coffee-house-1-sector-72-noida,"Shop 3 And 3A, Gardenia Gateway, Tower-10, Sector 75, Near Sector 72, Noida",919717000000,28.5718042,77.38230273
Spago,Italian,2300," Kasbah, Greater Kailash (GK) 1, New Delhi",4.5,574,406,https://www.zomato.com/ncr/spago-greater-kailash-gk-1-new-delhi,"N-2, Kasbah, Greater Kailash (GK) 1, New Delhi",911145000000,28.55685531,77.233014
Cafe Amaretto,"Cafe, Italian, Continental, Bakery, Pizza, Desserts",1400," South Point Mall, Golf Course Road, Gurgaon",4.5,917,3334,https://www.zomato.com/ncr/cafe-amaretto-golf-course-road,"Shop 8, Lower Ground Floor, South Point Mall, Golf Course Road, Gurgaon",911247000000,28.44792585,77.09875837
Madrina,"North Indian, Chinese, Mughlai, Fast Food, Desserts",2100," Ashok Vihar Phase 2, New Delhi",4.5,871,280,https://www.zomato.com/ncr/madrina-ashok-vihar-phase-2-new-delhi,"B-1/7, Ashok Vihar Phase 2, New Delhi",919999000000,28.69486367,77.17925482
Naivedyam,South Indian,500," Hauz Khas Village, New Delhi",4.5,2589,7328,https://www.zomato.com/ncr/naivedyam-hauz-khas-village-new-delhi,"Shop 1, Hauz Khas Village, New Delhi",911142000000,28.55502476,77.19509996
Friction The Drinkery,"Finger Food, North Indian, Continental, Thai, Italian, Chinese",1600," Sector 29, Gurgaon",4.5,1287,3,https://www.zomato.com/ncr/friction-the-drinkery-sector-29,"SCO 29, Sector 29, Gurgaon",918801000000,28.46860759,77.06307694
Little Saigon,Vietnamese,1200," Hauz Khas, New Delhi",4.5,440,155,https://www.zomato.com/ncr/little-saigon-hauz-khas-new-delhi,"E-16, Ground Floor, Main Market, Near SBI Bank, Hauz Khas, New Delhi",919643000000,28.55148343,77.20844027
Sugarama Patisserie,"Bakery, Desserts",300," Shahpur Jat, New Delhi",4.5,713,6127,https://www.zomato.com/ncr/sugarama-patisserie-shahpur-jat-new-delhi,"Shop 87, Shahpur Jat, New Delhi",911149000000,28.54931911,77.21487623
Fat Butterfly Bakery And Cafe,"Bakery, Cafe, Italian, Fast Food, Desserts",1200," Baani Square, Sector 50, Gurgaon",4.5,643,3615,https://www.zomato.com/ncr/fat-butterfly-bakery-and-cafe-sector-50,"F-41, First Floor, Baani Square Mall, Sector 50, Gurgaon",911244000000,28.42554438,77.05737356
DJ's Pizza & Pasta,"Pizza, Italian, Fast Food, Pasta",500," Sector 56, Gurgaon",4.5,582,2100,https://www.zomato.com/ncr/djs-pizza-pasta-1-sector-56,"Shop 17, 1st Floor, Babu Chitru Complex, Sector 52, Sector 56, Gurgaon",919643000000,28.43111697,77.09005091
Farmer's Kitchen,"North Indian, Kebab, Mughlai, Biryani, Seafood, Beverages",700," DLF Phase 1, Gurgaon",4.5,556,442,https://www.zomato.com/ncr/farmers-kitchen-dlf-phase-1,"F12/8, Sector 27, DLF Phase 1, Gurgaon",919161000000,28.465889,77.0935
Ice Pice,"Beverages, Ice Cream, Desserts",200," MGF Metropolis Mall, MG Road, Gurgaon",4.5,1076,17200,https://www.zomato.com/icepice,"Shop 7, Opposite Universal Gym, MG Road, Gurgaon",911244000000,28.4766771,77.08484575
Mad Batter,"Cafe, Italian, Continental, Tex-Mex, American",1000," Shopping Mall, DLF Phase 1, Gurgaon",4.5,578,3149,https://www.zomato.com/ncr/mad-batter-dlf-phase-1,"2nd Floor, The Shopping Mall, Arjun Marg, DLF Phase 1, Gurgaon",9112440000000,28.46612296,77.09958415
Only Bar Restaurant,"Chinese, Fast Food, North Indian, Kebab",500," Bhikaji Cama Place, New Delhi",4.5,91,6,https://www.zomato.com/ncr/only-bar-restaurant-bhikaji-cama-place-new-delhi,"Shop 11, 12 And 16 To 19, 1st Floor, Madame Bhikaji Cama Bhawan, Bhikaji Cama Place, New Delhi",919996000000,28.5688209,77.1873364
